Term	Type	Overlap	P.value	Adjusted.P.value	Genes
EP300	hg19	466/4840	5.96782196440851e-09	2.43487136147867e-06	RPL30;IPP;STMN3;ACCS;ALKBH7;F11R;ZFYVE1;ALKBH3;ALKBH2;KRTCAP2;TFG;CREB3L4;XYLB;CDK5RAP3;CHID1;STARD4;ZNF285;NHLRC4;ATG10;ATG13;RBP5;SCO2;RFX5;TCEANC2;YME1L1;TMEM126B;ASF1A;ZNF397;EXD2;EXD3;ABCB6;AASDH;ZNF391;RPN1;SDR39U1;ABCB8;COPS7A;ZNF23;ARPP19;ADH5;GLG1;FAM171A2;NCSTN;NTHL1;RAD21;CEP70;S100A13;ZNF268;KIAA0319L;ABCA5;ZNF260;FZD4;LRBA;ERLIN1;LARP7;WDR53;LYZ;NR0B2;PTRHD1;TDP2;NMT1;FAT2;EZH1;CEP89;CDKN1C;ARF4;ZNF253;WDR48;SPIN3;QPRT;CLTC;ARHGAP1;WDR41;CTCF;WDR45;ARHGAP4;AIFM1;TCTN3;TCTN1;TCP11L1;OFD1;ZNF485;LRRC46;TIGD7;SPHK2;EXOC7;SSR2;KIAA1143;VWA5A;FN3KRP;TET1;WDR31;JOSD2;WDR35;COQ10A;SUMF1;FAM210B;TAF6L;F8;AFTPH;RILPL2;RCCD1;PAFAH1B2;GAS8;ZNF233;EXOC1;OAT;RNASEK;CCNDBP1;OVCA2;STYXL1;FGD2;PAPSS1;TM9SF3;LMAN1;EXTL2;NRAS;RECQL5;CNPY4;RPS3;ANO10;ZNF226;PAIP2;YKT6;ZNF224;ZNF222;ZNF582;CDKN2C;YTHDF3;AGK;STAT2;AGL;STAT3;WDR19;GATC;LRRC20;WDR11;FIG4;LYRM1;ABCB10;LRG1;AGBL2;PCYOX1L;NUCB1;LAMTOR2;LGR4;ZNF331;GHDC;ZNF572;TMEM167A;TMEM179B;RAB3D;SAT2;SAT1;LCLAT1;TM7SF2;LAPTM4A;ABHD10;STK16;LAMP2;PAPOLA;ZNF569;NUDT17;ZNF687;FADS1;ZNF441;RARS2;TLE2;RPS7;IST1;CNPY3;ZCRB1;CHD1L;THOC5;ARMCX3;RAB30;ERP29;STAMBP;TCTA;ZNF555;FAM8A1;SRSF9;KHDRBS1;ZNF671;LRRC56;ABHD4;FAM149B1;ARL3;GLO1;ARL1;GLT8D1;ARL2;CREBL2;SPATA6;CORO1B;KLC4;ZKSCAN5;ZNF425;WDTC1;CD164;TMEM120A;NEK7;RFXANK;ARPC5;COPS4;NSFL1C;COPS5;GGCX;FGFR1OP;RAD9B;CNIH4;LMBR1L;ETFA;ZC3H6;SCPEP1;GM2A;OPA3;SCRN3;SCRN2;ACP2;LBR;PAAF1;CDADC1;APAF1;ACTR6;LANCL1;LIX1L;ADORA2B;SYF2;RP2;ZNF638;ZNF513;LCP1;ZNF512;RNFT2;NDUFB7;NDUFB6;CDNF;NDUFB3;RNFT1;AP3M2;FBXL20;NFS1;RBBP8;SAP18;RAB28;RBBP7;RILP;FDXACB1;FKTN;RNF26;NDUFA2;FBXL15;CPPED1;RAB10;NIN;SYT11;KIAA0586;GLOD4;ISCA1;CCNC;GCC2;NUDT6;ZDHHC4;OGFOD2;KIF21A;ARFIP1;KAT7;ACAD11;FBXO8;KIFAP3;TBC1D22A;FBXO9;KCTD19;ESCO1;SCAF11;ARRDC3;TINF2;NSMCE1;TALDO1;COG1;FLT3LG;THAP6;THAP5;NEIL2;THAP8;XRN1;LACTB2;CRYZL1;KCTD18;KCTD16;GCDH;RWDD2B;TMEM161A;LMAN2L;STXBP3;TEX264;STXBP2;OMA1;RTF1;ZBTB5;LIAS;ZBTB4;ARSK;PCK1;APOBEC3C;TMEM184C;XRCC4;FAM78A;STK11IP;SYNRG;KLHDC8B;PARP14;ACADSB;ALDH6A1;ACER3;ANP32E;NDUFAF1;RGL2;FASTKD1;GFM2;CETN3;ZBTB8OS;KIF12;COIL;ARV1;ZMYM3;RSRC1;AKAP14;QSOX1;ACADM;CTSC;TMEM150A;IZUMO4;ZER1;STRADA;AKR1A1;AP3B1;NME4;COMMD4;TLR1;PACS2;NME7;CLDN12;NME9;CRELD1;GLCCI1;TLR6;TLR5;STX16;SSNA1;GBA;COX5B;PBLD;TCEAL8;ZFP14;OS9;TCEAL1;SCAND1;LMLN;NQO1;NPM1;YIPF5;AP2B1;KRT10;RAB11A;RAB11B;ALDH4A1;KBTBD3;KBTBD4;KRT19;GLB1L;CCNG2;CCNG1;TCEA2;RAB3GAP2;RAD1;COPG2;RTN4IP1;OTUD5;GALNT11;CD83;KDM1A;NDUFA10;LZIC;COX6A1;TMEM141;RGS5;PAIP2B;FAM162A;FPGT;SCN9A;FAM3C;ARHGEF40;OSR2;CDKAL1;LZTFL1;SPOCD1;OXA1L;ADAM17;TMEM135;SPNS1;TBC1D23;FAM161B;COPB2;COX16;COX15;COX18;YTHDC2;COPB1;KLHL12;COX7A2;KIF3B;ZMAT2;TCTEX1D2;FOPNL;NDUFV1;ISOC2;OST4;KLHDC3;GCKR;ACBD5;OPN3;VTA1;SUPT5H;AP4B1;TBCK;CCPG1;PYROXD2;ABCD4;ADAR;YWHAQ;GATAD1;CTPS2;TCTE3;IQCG;IQCH;FAM189B;ACOX1;TBC1D5;NDUFS4;ITGB3BP;CHMP5;ZNF197;RALB;AGPAT1;SAMHD1;TFPI;CRYZ;FAM168A;FAM120B;CHURC1;TAF12;ZNF182;ZNF181;LCA5;SUOX;RSPH3;TEF;NEURL2;GLB1;SCD;ASB8;XPNPEP3;GALM;TAF6
EPAS1	Human	40/301	0.000472069643484907	0.0119249641443886	ZNF253;CEP126;RWDD2B;STXBP1;IPP;STMN3;ZBTB8OS;ABAT;SAT2;CROT;LZIC;SPATA6;RHOBTB1;RNFT1;GCSH;TMEM144;SULT1C2;NT5DC1;ADGRG1;RAVER2;CEP70;ZNF326;ACADM;AP3S1;ACAD11;PAIP1;LMLN;GCA;COMMD6;LYRM1;KITLG;TFDP2;ETNK2;TBC1D5;CHMP2B;ANP32E;PDCD4;NUPR1;STEAP2;FRK
ERG	Human	112/1038	0.000137700179688951	0.00452689340727425	GHDC;ZNF691;CCNC;RBPJ;FAM107B;LAPTM4B;LAPTM4A;SCP2;SPATA24;LAMP2;ZNF326;TLE4;TLE2;SCAF11;SWAP70;THNSL1;LZTFL1;ARMCX1;ETHE1;FEZ2;FKBP7;ALDH7A1;KANK3;RHNO1;ARL6;ARL2;IQGAP1;NREP;RHOBTB1;FAM171A2;AP5M1;COBLL1;VPS8;S100A13;ZNF667;KDSR;ZNF423;ZNF302;NEK9;OPN3;FZD4;SYNRG;KLHL24;PARP14;NSFL1C;TBCK;CNOT6;CCPG1;PAM;LGMN;RNF14;KCNC3;KCNC4;NGLY1;CTCF;JRKL;STON2;AFF1;FAM178B;SCRN1;CTSB;PARP4;PCDHGA1;KIAA1143;VWA5A;AKR1A1;ZDHHC13;CTPS2;ARAP3;TGFBR1;FAM210B;TAF6L;TFDP2;NME7;ZNF638;EXOC5;ZNF512;RAPGEF3;PAFAH1B1;PCYOX1;CHMP5;RALB;AMIGO2;NTN4;ZNF518A;AKAP7;ABRACL;SAMHD1;RNF5;FAM117B;RASIP1;NRAS;SAP30L;SAP18;KANSL1L;JAM3;GALNT1;LAMB1;TM6SF1;CDC42BPA;FABP4;ABI2;GLOD4;LPCAT2;YPEL1;PDCD4;ZNF613;CEP41;YPEL5;ZNF577;FRK;YPEL2
ERG	Human	45/368	0.00129535857297588	0.0238663706888858	SCARB2;RALB;ZDHHC20;CNRIP1;NTN4;AK3;ABRACL;ADAR;NREP;TFPI;GABARAP;FAM107B;CNN3;LAPTM4B;NRAS;LAPTM4A;SCP2;OS9;SCRN1;FCGRT;S100A13;NPTN;LTA4H;RAB6A;LBR;WLS;CTSB;TCEAL9;OSBPL9;JUP;GLCE;SWAP70;GALNT1;NEK7;LAMB1;TM6SF1;FAM210B;FABP4;ALDH1A1;ERP29;NDUFS2;YPEL5;ISCU;LGMN;CHMP5
ETS1	Human	36/297	0.00431060388159995	0.0540738942711091	RB1;RPL30;RALB;STXBP1;GLO1;CLTC;SCARNA17;LIPA;GLG1;CRYZ;NRAS;ADGRG1;GM2A;RAD21;RNPEP;RPS3;LTA4H;ACADM;FADS1;FDFT1;NXPE3;NQO1;XRCC6;PARP4;IST1;SSR2;NRDC;TALDO1;ARPC5;KRT19;ADORA2B;CCNG1;LPCAT2;TMBIM1;CHMP2A;YME1L1
ETS2	Human	39/337	0.0066799484576321	0.0745482247871742	ERO1A;LPGAT1;ARL6;KIAA1324L;RASEF;ARL1;WDR61;NREP;ZC3H6;TFPI;SPATA6;FAM117B;XKRX;PCMTD2;FBXL20;CREB3L4;TCP11L2;KIF21A;ACP2;ITGB6;TAF9B;CDKL2;TLE4;KLHDC3;CDK19;TMEM184C;STARD5;GK;NEK7;LANCL1;ARNT;SCAMP1;FMO5;ZC2HC1A;THAP5;TBC1D5;RFX5;FAT4;CRELD1
ETS2	Human	40/321	0.0016478164028653	0.0287337985249636	ERO1A;SPATA9;LPGAT1;ATF6B;ARL6;RASEF;ARL1;ZDHHC21;NREP;ZC3H6;TFPI;SPATA6;FAM117B;FBXL20;TCP11L2;KIF21A;ACP2;ITGB6;TAF9B;CDKL2;TLE4;CDK19;TMEM184C;GK;GLCE;NEK7;LANCL1;ARNT;KLHL24;SCAMP1;TMC4;FMO5;ZC2HC1A;THAP5;TBC1D5;NOVA1;RFX5;FAT4;YPEL3;FRK
ETS2	Human	40/322	0.00174579434310979	0.0296481421921166	ERO1A;SPATA9;LPGAT1;ATF6B;ARL6;RASEF;ARL1;ZDHHC21;NREP;ZC3H6;TFPI;SPATA6;FAM117B;FBXL20;TCP11L2;KIF21A;ACP2;ITGB6;TAF9B;CDKL2;TLE4;CDK19;TMEM184C;GK;GLCE;NEK7;LANCL1;ARNT;KLHL24;SCAMP1;TMC4;FMO5;ZC2HC1A;THAP5;TBC1D5;NOVA1;RFX5;FAT4;YPEL3;FRK
ETS	Human	437/4717	2.40813639575595e-06	0.000211113290694605	TDRKH;RB1;FRMPD1;TESK2;THYN1;ABAT;LIPA;ZFYVE1;RNF114;CDK5RAP3;WLS;CHID1;STARD5;NHLRC3;STARD8;GLCE;ARMC9;ATG10;FNDC3B;RNASE4;ATG13;RUFY1;SULT2B1;RNF128;RUFY3;FEZ2;RFX5;OPTN;RHNO1;ABCB6;RETSAT;RPN1;WDR63;TAPBPL;GABARAP;ADH5;GLG1;NCSTN;RDH10;RAD21;CEP70;KCNMB4;LTA4H;VTI1B;FDFT1;JUP;FZD4;LRBA;ZNF32;LNPEP;PBX1;PTRHD1;COL1A1;GJB2;FXYD6;STRN;FAT4;LGMN;ARHGAP1;WDR41;CHM;STON2;ARHGAP5;WDR45;LRRC1;PCMTD2;FAM102B;AIFM1;AIFM2;TCTN2;TCP11L1;TIMP2;JARID2;JAK3;APPL1;OFD1;ZNF484;ZNF483;ANXA4;SSR2;TET1;WDR31;NSUN7;ITPKB;KAT2B;AFTPH;RILPL2;IVD;RCCD1;PAFAH1B1;PCYOX1;ASAH1;OAT;RNASEK;WDR26;SPESP1;ABCB11;OVCA2;FAM214B;SCARNA17;STYXL1;FGD1;PAPSS1;TM9SF3;ANO10;STAT6;TAF9B;YKT6;PAIP1;GK;AGL;APEX2;NR1H3;WDR11;FIG4;LYRM1;GATM;ETNK2;AGBL2;LPCAT2;YPEL1;PCYOX1L;CEP41;YPEL5;LAMTOR4;FRK;LGR4;YPEL2;ZNF331;ZNF572;TMEM179B;FMR1;ZBTB26;SYAP1;LRRC70;SAT1;LCLAT1;FAM107B;TM7SF2;LAPTM4A;STK16;LAMP2;ZNF326;FADS1;TLE4;RAB2B;RPS7;IST1;FBXO16;STX8;ZBTB38;SWAP70;ZCRB1;CHD1L;FRMD4B;VRK2;THOC5;LEMD1;NRBP1;ACAP2;RAB30;RALGAPB;ARMCX6;FKBP9;STAMBP;TCTA;SRSF9;KHDRBS1;RNASEH2C;ABHD4;FAM114A1;FAM149B1;ARL3;GLO1;GLT8D1;AK3;CREBL2;NREP;KRCC1;AK7;CORO1B;RHOBTB1;CLTCL1;RNF170;ZNF546;ZKSCAN1;STRA6;TMEM120A;ANKRD22;TCEANC;ARPC5;NSFL1C;CNOT6;GGCX;CPD;LCN2;CPE;ACO1;NIT1;RAD9B;CNIH4;SYCP2;RNF14;LRRK2;ITGB2;ETFA;NENF;ZC3H6;NXT2;SCPEP1;GM2A;RNPEP;ACP5;ITGB6;COA6;COA5;APAF1;ITGA2;LANCL1;LIX1L;ARNT;ZFP90;ADORA2B;RP2;TMBIM1;ITGA5;LCP1;ZNF512;NDUFB6;NDUFB5;WBP2;VPS4B;NTN4;ZBTB45;GLRX;LRP8;RNFT1;SRR;NFS1;TIFA;RBBP8;FKTN;RNF20;CTNS;GLOD4;KLF9;PDCD4;P4HB;FOLR1;AHCYL1;LPGAT1;NUDT6;ZDHHC2;ANTXR1;ZDHHC4;OPHN1;RPS6KA2;SPATA24;NIPAL3;CPNE3;KIF21A;KAT7;KIFAP3;TBC1D22A;GLUL;PAQR8;PAQR7;ARL14;SCAF11;ARRDC1;NSMCE1;TALDO1;ASRGL1;PYURF;CRISPLD2;CD109;SUCLG1;ALPK1;ALDH7A1;OBSL1;CERKL;RWDD2B;STXBP1;STXBP2;SUPT4H1;CD99L2;LIAS;OSGEP;RPAP3;NEU3;CHTF8;VPS8;STK38L;ARSG;ARSB;APOBEC3C;CTSA;XRCC6;TMEM184C;XRCC4;RASSF9;PARP11;ADCK2;ANP32E;SPATS2L;FBXL2;NDUFAF1;RGL2;CD40;CETN2;CROT;ARV1;NNT;SDF4;ACADM;CTSF;CTSC;CTSB;NXPE3;TMEM150A;PARP4;ZER1;GAA;LRRIQ1;AGTRAP;AMPD3;ALDH5A1;ZADH2;NME7;PACS1;CLDN12;RBM12B;RHOU;CD47;GLCCI1;AIDA;CD63;GBA;AMIGO2;ZDHHC21;NPL;TCEAL8;OS9;CTNNA1;KANSL1L;LMLN;NQO1;SVIL;GCA;KRT10;RAB11B;ALDH4A1;NUDT7;GLB1L;KLHL5;CCNG2;KCNS3;CCNG1;TCEA2;RAD1;TACC2;COPG1;GALNT11;CD83;CD82;ZFAND6;RASEF;OGDHL;TMEM141;PAIP2B;FAM162A;OSTF1;KCTD7;SPOCD1;ALDH3A2;ADAM17;TMEM135;TBC1D23;ISCU;COX15;YTHDC2;COPB1;KLHL12;NDRG2;CNN3;ALDH3B2;TMEM123;FUT8;COBLL1;NPHP1;FOPNL;KLHDC2;ACBD5;OPN3;VTA1;TDRD7;KLHL24;AP4B1;SYT8;NMRAL1;CHMP2A;CRYL1;FGFR3;FGFR2;LRP11;LDB1;KYNU;NPTN;FLOT1;STPG1;ARHGEF12;AKTIP;ABHD14B;RNF208;ARAP1;TAPBP;ACTA2;RCN2;TBC1D5;ALDH1A1;NDUFS2;PDE5A;RBM47;RALB;ADD3;CRYZ;ERLEC1;PCED1B;STOM;ZNF185;CMTM6;ZFC3H1;GLB1;ASB8;GALM;TAF6;CLUAP1
EZH1	EnrichR	42/299	0.000102336559418103	0.0251601741083651	APP;KDM3A;THRA;STXBP1;CREBL2;PBXIP1;JADE2;ZC3H6;ADD3;ZBTB4;FAM214A;SAT1;AFF1;PCMTD2;FBXL20;TIMP2;TCP11L2;CTSF;JARID2;GLUL;FADS1;PCMTD1;TLE4;CDK19;ARHGEF12;JUP;STAT2;ARRDC3;STAT3;ANK3;KLHL24;RBL2;ABTB1;KAT2B;TEF;CCNG2;KLF9;PDCD4;COQ8A;YPEL3;ITM2C;YPEL2
EZH2	hg19	186/2000	0.00280786796436051	0.0134777662289304	TDRKH;RB1;ACSM3;KDM1A;RAB3D;ZBTB26;CIB2;TM7SF2;ALKBH3;RGS5;KRTCAP2;RNF114;OSBP;STK16;OGFOD2;ZNF569;NUDT17;ACAD11;KIFAP3;TBC1D22A;XYLB;ZNF441;RARS2;STARD4;KCTD19;TLE2;NHLRC3;COG5;STX8;APLP1;NSMCE1;LMTK3;ARMC9;FLT3LG;VRK2;THOC5;ATG13;RINT1;ARMC2;ARMCX1;THAP5;THAP8;LACTB2;SUCLG1;FAM161B;TMED10;COX16;AASDH;ARL6;ARL3;COX18;ZNF391;ARL1;ZBTB1;GLT8D1;SDR39U1;ARL2;ABCB8;RASAL3;LIAS;KRCC1;RPAP2;GABARAP;RPAP3;COMMD8;NCSTN;FGGY;COBLL1;NPHP1;CEP70;TCTEX1D2;SCAP;ZNF425;ZNF546;FOPNL;KDSR;VTI1B;ZBED3;KLHDC2;OSBPL8;ZNF260;VTA1;GLMN;TCEANC;LARP7;RFXANK;RAB27B;SUPT5H;PARP14;PTRHD1;PARP10;ALDH6A1;TFCP2;COPS5;NMT1;FGFR1OP;CRYL1;PXMP4;NDUFAF1;NIT1;LRRC36;INVS;LRRC34;SPEF2;GFM2;FLT4;CLTC;WDR41;ZC3H6;CLYBL;LRRC1;SULT1C2;AIFM1;NNT;RNPEP;ANXA6;ACP2;ITGB7;JARID2;CEP290;OFD1;CERS5;TMEM150A;SPHK2;EXOC7;GAA;ANXA4;TET1;WDR31;ABHD14A;TCTE3;COMMD4;COQ10A;SUMF1;ITPKB;F8;NSMCE4A;ALDH5A1;PCCA;SYF2;RP2;ZNF638;IVD;ZNF517;TMEM106C;ITGA7;RARB;TLR5;RAPGEF3;ITGB3BP;EXOC1;RNASEK;WBP1;NDUFB3;ADAM22;ZDHHC23;PBXIP1;ZBTB45;NPL;CCNDBP1;STYXL1;AP3M2;ERLEC1;APOL4;SV2A;CREG1;ORMDL3;TCEAL1;RPS3;SUSD5;PAIP2;YKT6;SVIL;AGK;STAT2;AP2B1;S100B;LYRM2;GLB1L;KLHL5;NEURL2;LPCAT3;AGGF1;COPG2;RBM45;YPEL2
FLI1	Human	39/289	0.000406198117186031	0.0108671907241687	ABHD4;FAM114A1;RGS16;QPRT;WBP1L;NDNF;SPATA20;NREP;ADD3;LIPA;SAT1;SPATA6;RHOBTB1;TM7SF2;APH1B;RPS6KA2;KCNMB4;ANO10;KIFAP3;KANSL1L;ZNF423;TIMP4;FDFT1;TLE4;TLE2;JUP;ANGPT1;ANXA4;ZBTB38;KLHL24;CLIP3;ARMCX1;ZC2HC1A;SCD;SYT11;CCNG2;NUPR1;OPTN;LGR4
FLI1	Human	40/297	0.000359268537410095	0.0101688616458249	ABHD4;FAM114A1;RGS16;QPRT;WBP1L;SPATA20;NREP;TFPI;ADD3;LIPA;SAT1;SPATA6;RHOBTB1;TM7SF2;APH1B;RPS6KA2;SPP1;KCNMB4;ANO10;KIFAP3;KANSL1L;ZNF423;TIMP4;FDFT1;TLE4;NQO1;JUP;ANGPT1;ANXA4;ZBTB38;KLHL24;CLIP3;ARMCX1;ZC2HC1A;SYT11;CCNG2;TACC2;NUPR1;OPTN;LGR4
FLI1	Human	40/302	0.000504785980337371	0.0121809200376077	ABHD4;FAM114A1;RGS16;QPRT;WBP1L;SPATA20;NREP;TFPI;ADD3;LIPA;SAT1;SPATA6;RHOBTB1;TM7SF2;APH1B;RPS6KA2;KCNMB4;ANO10;KIFAP3;KANSL1L;ZNF423;TIMP4;FDFT1;TLE4;JUP;ANGPT1;ANXA4;ZBTB38;KLHL24;CLIP3;ARMCX1;ZC2HC1A;SCD;SYT11;ETHE1;CCNG2;TACC2;NUPR1;OPTN;LGR4
FLI1	Human	40/313	0.00102181245574299	0.0206867526901096	ABHD4;FAM114A1;RGS16;QPRT;PBXIP1;SPATA20;SAT1;SPATA6;PBLD;TM7SF2;APH1B;RPS6KA2;KCNMB4;CTSF;KIFAP3;KANSL1L;TLE2;ANGPT1;ANXA4;GAA;LRRC49;RNASE4;WIPI1;KLHL24;TM6SF1;ACSF2;CLIP3;ALDH6A1;ARMCX1;CCPG1;SYT11;ETHE1;CCNG2;FKBP1B;PDCD4;CPE;CRELD1;NUPR1;OPTN;TLR3
FLI1	Human	41/300	0.00022366726340816	0.00794222118974794	ABHD4;FAM114A1;STXBP1;RGS16;QPRT;WBP1L;SPATA20;NREP;TFPI;ADD3;LIPA;SAT1;SPATA6;RHOBTB1;TM7SF2;APH1B;RPS6KA2;SPP1;KCNMB4;ANO10;KIFAP3;KANSL1L;ZNF423;TIMP4;FDFT1;TLE4;JUP;ANGPT1;ANXA4;ZBTB38;KLHL24;CLIP3;ARMCX1;ZC2HC1A;SYT11;ETHE1;CCNG2;TACC2;NUPR1;OPTN;LGR4
FLI1	Human	42/293	6.43134343143497e-05	0.00348900381155347	ABHD4;FAM114A1;RGS16;QPRT;SRBD1;WBP1L;NDNF;SPATA20;NREP;ADD3;NUDT6;SAT1;SPATA6;RHOBTB1;TM7SF2;APH1B;RPS6KA2;TCP11L1;KCNMB4;ANO10;KIFAP3;KANSL1L;ZNF423;TIMP4;FDFT1;TLE4;TLE2;JUP;ANGPT1;ANXA4;ZBTB38;KLHL24;CLIP3;ARMCX1;ZC2HC1A;SCD;SYT11;CCNG2;NUPR1;NIT1;OPTN;LGR4
FLI1	Human	44/340	0.000451677048794572	0.0117616703506107	ABHD4;FAM114A1;STXBP1;RGS16;WBP1L;SPATA20;NREP;TFPI;ADD3;LIPA;SAT1;SPATA6;RHOBTB1;SCPEP1;APH1B;RPS6KA2;SPP1;KCNMB4;CTSF;KIFAP3;KANSL1L;ZNF423;TIMP4;TLE4;OSR2;JUP;ANGPT1;ANXA4;ZBTB38;WIPI1;KLHL24;COL1A1;CLIP3;ARMCX1;ZC2HC1A;SYT11;ETHE1;CCNG2;CPE;TACC2;NUPR1;FKBP9;OPTN;LGR4
FLI1	Human	44/398	0.00927327396854684	0.0910085631184522	ABHD4;FAM114A1;STXBP1;RGS16;SPATA20;LRRC32;TFPI;LIPA;SAT1;RHOBTB1;FUT8;RPS6KA2;SPP1;KCNMB4;CTSF;SUSD5;KIFAP3;SVIL;S100A2;ANGPT1;ANXA4;ITGA2;GAA;ITGA1;NR2F1;RNASE4;WIPI1;PCOLCE;KLHL24;COL1A1;CLIP3;ARMCX1;SYT11;CRISPLD2;CCPG1;ETHE1;CCNG2;CPE;FKBP9;CRELD1;TACC2;NUPR1;OPTN;LGR4
FLI1	Human	46/333	7.39277936546959e-05	0.00390218867588165	ABHD4;FAM114A1;STXBP1;RGS16;QPRT;WBP1L;SPATA20;NREP;ADD3;LIPA;SAT1;RHOBTB1;TM7SF2;APH1B;RPS6KA2;ARL6IP5;SPP1;KCNMB4;ANO10;KIFAP3;KANSL1L;ZNF423;TIMP4;TLE4;TLE2;JUP;ANGPT1;ANXA4;LRRC49;ZBTB38;WIPI1;KLHL24;CLIP3;ARMCX1;ZC2HC1A;CCPG1;SYT11;ETHE1;CCNG2;PDCD4;CPE;TACC2;NUPR1;OPTN;TLR3;LGR4
FLI1	Human	46/369	0.000768750685935244	0.0163192401046906	ABHD4;FAM114A1;STXBP1;RGS16;SPATA20;LIPA;SAT1;SPATA6;RHOBTB1;FUT8;APH1B;RPS6KA2;SPP1;KCNMB4;CTSF;KIFAP3;TIMP4;SVIL;S100A2;ANGPT1;ANXA4;GAA;LRRC49;ZBTB38;ITGA2;P3H1;RNASE4;PCOLCE;WIPI1;KLHL24;TM6SF1;COL1A1;CLIP3;ARMCX1;CRISPLD2;CCPG1;SYT11;ETHE1;CCNG2;PDCD4;CPE;CRELD1;TACC2;NUPR1;OPTN;TLR3
FLI1	Human	48/325	8.96987156701025e-06	0.0010304799511983	ABHD4;FAM114A1;STXBP1;RGS16;QPRT;WBP1L;SPATA20;NREP;TFPI;ADD3;LIPA;SAT1;SPATA6;RHOBTB1;TM7SF2;SCPEP1;APH1B;RPS6KA2;SPP1;KCNMB4;ANO10;CTSF;KIFAP3;KANSL1L;ZNF423;TIMP4;TLE4;JUP;ANGPT1;ANXA4;LRRC49;ZBTB38;RNASE4;WIPI1;KLHL24;COL1A1;CLIP3;ARMCX1;ZC2HC1A;CCPG1;SYT11;ETHE1;CCNG2;CRELD1;TACC2;NUPR1;OPTN;LGR4
FLI1	Human	52/434	0.000912644544612511	0.0189616467620025	CD82;SPATA20;LRRC32;LIPA;SAT1;ALCAM;RPS6KA2;CTSF;KIFAP3;CTSB;S100A2;ANXA4;ZBTB38;ITGA2;GAA;ITGA1;P3H1;RNASE4;WIPI1;PCOLCE;CLIP3;ARMCX1;CRISPLD2;ETHE1;ITGA5;CRELD1;NUPR1;OPTN;ABHD4;FAM114A1;STXBP1;RGS16;AEBP1;TFPI;RHOBTB1;ADGRG1;FUT8;SPP1;KCNMB4;SUSD5;NQO1;SVIL;JUP;ANGPT1;NR2F1;COL1A1;SYT11;CCPG1;CCNG2;KLF9;CPE;TACC2
FMNL2	human tf ARCHS4 coexpression	35/299	0.00826196268065267	0.296742159613442	SCARB2;APP;AHCYL1;NYAP1;CLDND1;NLGN2;THRA;CLSTN3;STXBP1;ADAM22;NRXN2;AK5;NDRG2;TMEM144;AKAP11;RIMS3;FAM168A;SCRN1;SV2A;SPOCK3;GABRA1;APLP1;LANCL1;ADAM11;S100B;GFAP;CLIP3;VSNL1;PACS2;TEF;SYT11;CERCAM;SCN2A;NGEF;PAFAH1B1
FOS	hg19	194/2000	0.000292405907576784	0.00318137627443541	TDRKH;ABAT;ALKBH7;F11R;GCSH;CREB3L4;NIPAL3;FDXR;KAT7;GLUL;CDK5RAP3;ARRDC4;STARD4;STARD5;GLCE;SACM1L;NSMCE1;ARMC9;THAP5;THAP8;RFX5;CRYZL1;GCDH;TMEM161A;LMAN2L;WDR63;ABCB8;ZBTB5;LIAS;OSGEP;COMMD8;XRRA1;ZBED5;KIAA0319L;FDFT1;CTSA;CDK19;TMEM184C;FZD2;JUP;XRCC4;SYNRG;ALDH6A1;STAG3;NMT1;ANP32E;CEP89;ZNF253;CETN2;CETN3;ZBTB8OS;CROT;WDR45;FCRLB;TCTN3;PCF11;SUFU;TCTN2;SDF4;APPL1;VWA5A;ZDHHC13;NUDT16L1;COPZ1;SUMF1;TAF6L;NME7;EXOC4;CRELD1;GLCCI1;RCCD1;OAT;RNASEK;FAM117B;FAM117A;OS9;ANKRD54;CDKN2D;LMLN;RSPH4A;STAT2;STAT3;WDR19;RAB11B;ALDH4A1;AGBL5;KBTBD3;CCNG2;CCNG1;YPEL1;PCYOX1L;NUCB1;COPG2;RTN4IP1;CEP41;YPEL5;FRYL;CDK5R2;CDKN3;YPEL2;OTUD5;ZNF691;TMEM167A;CLSTN3;ROGDI;ARID4A;TM7SF2;LAPTM4A;PAIP2B;OSBP;NUDT18;NUDT16;ZNF687;ZNF441;RARS2;TLE4;CNPY3;LZTFL1;KCTD7;ACAP2;ERP29;FKBP8;SPNS1;STAMBP;ZNF555;KANK3;RAB5B;GLO1;ARL2;KLHL12;ZMAT2;ZKSCAN5;FOPNL;RAB6A;ISOC2;WDTC1;OSBPL9;TMEM120A;NEK7;PCIF1;TCEANC;COPS4;NSFL1C;CNOT6;TFCP2;PXMP4;STT3B;LMBR1L;ZC3H6;AP4M1;YWHAQ;GM2A;OPA3;NPTN;LBR;GLRX5;AKTIP;WIPI1;IQCG;RCN2;SYF2;RP2;ZNF513;RNFT2;KDM3A;RALB;WBP1;ATF6B;WBP2;CDNF;NDUFB3;NRXN2;PBXIP1;AGPAT1;ADD1;AP3M2;FBXL20;FCHO1;SAP30L;RNF20;RNF26;NDUFA2;LCA5;CTNS;FOXJ1;SUOX;GALNS;RSPH1;NEURL2;SCD;KLF9;CDK2AP2;P4HB;GLA
